Time (s),Channel 1 (V),Channel 2 (V)
-0.0005323825,-0.3854493479180133,-0.001997397651399328
-0.0005322525,-0.3881842946070746,-0.001658430497281907
-0.0005321225000000001,-0.3905773729600032,-0.001319463343164487
-0.0005319925000000001,-0.3922867146406664,-0.0009804961890470662
-0.0005318625000000001,-0.3946797929935939,-0.0006415290349297998
-0.0005317325000000001,-0.3957053980019926,-0.0003025618808123792
-0.0005316025,-0.3974147396826575,3.640527330519552e-05
-0.0005314725,-0.4001496863717189,3.640527330519552e-05
-0.0005313425,-0.4032265013969114,3.640527330519552e-05
-0.0005312125,-0.4039102380691768,0.0003753724274226161
-0.0005310825000000001,-0.4069870530943706,0.001053306735657457
-0.0005309525000000001,-0.4083545264389012,0.002070208198009719
-0.0005308225000000001,-0.4100638681195645,0.002070208198009719
-0.0005306925000000001,-0.411773209800227,0.001731241043892453
-0.0005305625000000001,-0.4134825514808903,0.002409175352126831
-0.0005304325,-0.4151918931615557,0.002070208198009719
-0.0005303025,-0.4182687081867483,0.002070208198009719
-0.0005301725,-0.4203199182035442,0.002409175352127139
-0.0005300425000000001,-0.4216873915480748,0.003087109660361981
-0.0005299125000000001,-0.4237386015648708,0.003087109660361981
-0.0005297825000000001,-0.426473548253932,0.003087109660361981
-0.0005296525000000001,-0.428524758270727,0.003765043968596513
-0.0005295225000000001,-0.4305759682875229,0.004104011122714088
-0.0005293925,-0.4319434416320556,0.004442978276831971
-0.0005292625,-0.4343365199849835,0.005120912585066658
-0.0005291325,-0.4353621249933811,0.005459879739183925
-0.0005290025,-0.4380970716824423,0.005120912585066504
-0.0005288725000000001,-0.4398064133631056,0.005798846893301345
-0.0005287425000000001,-0.4418576233799015,0.005798846893301345
-0.0005286125000000001,-0.4432250967244315,0.006815748355653145
-0.0005284825000000001,-0.4449344384050946,0.006815748355653607
-0.0005283525,-0.4473275167580249,0.006476781201536803
-0.0005282225,-0.4493787267748213,0.007832649818005714
-0.0005280925,-0.4524555418000138,0.007493682663888447
-0.0005279625,-0.4531392784722791,0.00851058412624071
-0.0005278325000000001,-0.4555323568252077,0.00851058412624071
-0.0005277025000000001,-0.4579254351781363,0.00851058412624071
-0.0005275725000000001,-0.4603185135310649,0.00851058412624071
-0.0005274425000000001,-0.4616859868755949,0.00851058412624071
-0.0005273125,-0.4633953285562599,0.009188518434475705
-0.0005271825,-0.4657884069091886,0.009527485588592972
-0.0005270525,-0.4685233535982486,0.009527485588592972
-0.0005269225,-0.4702326952789119,0.009866452742710391
-0.0005267925000000001,-0.4719420369595752,0.01020541989682781
-0.0005266625000000001,-0.4733095103041058,0.01020541989682781
-0.0005265325000000001,-0.4753607203209017,0.01020541989682781
-0.0005264025000000001,-0.4784375353460942,0.01020541989682781
-0.0005262725000000001,-0.4804887453628906,0.01156128851329688
-0.0005261425,-0.4825399553796877,0.0105443870509457
-0.0005260125,-0.4828818237158213,0.01156128851329734
-0.0005258825,-0.4852749020687487,0.01122232135918007
-0.0005257525000000001,-0.4866423754132794,0.01223922282153234
-0.0005256225000000001,-0.4876679804216774,0.01190025566741492
-0.0005254925000000001,-0.4900610587746059,0.01257818997564976
-0.0005253625000000001,-0.491428532119136,0.01325612428388429
-0.0005252325000000001,-0.493821610472064,0.0142730257462364
-0.0005251025,-0.4962146888249945,0.01461199290035351
-0.0005249725,-0.4979240305056582,0.01291715712976671
-0.0005248425,-0.5006589771947183,0.01190025566741492
-0.0005247125,-0.5020264505392489,0.01257818997564976
-0.0005245825000000001,-0.5040776605560449,0.01359509143800202
-0.0005244525000000001,-0.5057870022367081,0.01528992720858912
-0.0005243225000000001,-0.5074963439173706,0.01630682867094092
-0.0005241925000000001,-0.5092056855980339,0.01596786151682411
-0.0005240625,-0.5112568956148313,0.01562889436270654
-0.0005239325,-0.5133081056316273,0.0156288943627067
-0.0005238025,-0.5153593156484224,0.01596786151682396
-0.0005236725,-0.5170686573290857,0.01630682867094138
-0.0005235425000000001,-0.518777999009749,0.0166457958250588
-0.0005234125000000001,-0.5208292090265449,0.01698476297917622
-0.0005232825000000001,-0.5225385507072082,0.0166457958250588
-0.0005231525000000001,-0.5239060240517381,0.0166457958250588
-0.0005230225000000001,-0.5249316290601362,0.0176626972874106
-0.0005228925,-0.5273247074130663,0.01867959874976348
-0.0005227625,-0.5293759174298613,0.01901856590388075
-0.0005226325,-0.5310852591105246,0.01834063159564591
-0.0005225025000000001,-0.5331364691273206,0.01800166444152848
-0.0005223725000000001,-0.5348458108079839,0.01834063159564591
-0.0005222425000000001,-0.5365551524886472,0.01901856590388075
-0.0005221125000000001,-0.538606362505442,0.01969650021211528
-0.0005219825000000001,-0.5403157041861054,0.01935753305799832
-0.0005218525,-0.5427087825390357,0.01935753305799817
-0.0005217225,-0.5444181242196989,0.01935753305799832
-0.0005215925,-0.5461274659003614,0.01969650021211559
-0.0005214625000000001,-0.5481786759171574,0.02071340167446785
-0.0005213325000000001,-0.5492042809255553,0.02139133598270269
-0.0005212025000000001,-0.5519392276146167,0.02139133598270269
-0.0005210725000000001,-0.5539904376314115,0.02105236882858542
-0.0005209425000000001,-0.5553579109759426,0.02139133598270254
-0.0005208125,-0.5574091209927399,0.02139133598270284
-0.0005206825,-0.5594603310095357,0.02173030313682042
-0.0005205525,-0.5611696726901982,0.02240823744505495
-0.0005204225,-0.5628790143708615,0.02206927029093753
-0.0005202925000000001,-0.5652720927237902,0.02206927029093753
-0.0005201625000000001,-0.5669814344044535,0.02274720459917237
-0.0005200325000000001,-0.5690326444212483,0.02274720459917237
-0.0005199025000000001,-0.5714257227741768,0.02308617175328964
-0.0005197725,-0.5731350644548415,0.0230861717532901
-0.0005196425,-0.5738188011271078,0.02376410606152479
-0.0005195125,-0.5765537478161677,0.02410307321564206
-0.0005193825,-0.578263089496831,0.02410307321564206
-0.0005192525000000001,-0.5796305628413616,0.02410307321564206
-0.0005191225000000001,-0.5816817728581576,0.02444204036975947
-0.0005189925000000001,-0.5833911145388209,0.02545894183211174
-0.0005188625000000001,-0.5857841928917484,0.02545894183211174
-0.0005187325000000001,-0.5878354029085444,0.02545894183211174
-0.0005186025,-0.589202876253077,0.02579790898622947
-0.0005184725,-0.5912540862698719,0.026475843294464
-0.0005183425,-0.59227969127827,0.026475843294464
-0.0005182125000000001,-0.5946727696311984,0.02681481044858142
-0.0005180825000000001,-0.5960402429757292,0.02681481044858142
-0.0005179525000000001,-0.5977495846563925,0.02749274475681626
-0.0005178225000000001,-0.5998007946731874,0.02783171191093353
-0.0005176925000000001,-0.6021938730261158,0.02783171191093368
-0.0005175625,-0.6028776096983832,0.02850964621916852
-0.0005174325,-0.6049288197151792,0.02850964621916852
-0.0005173025,-0.6073218980681068,0.02850964621916852
-0.0005171725,-0.6086893714126373,0.02850964621916852
-0.0005170425000000001,-0.6103987130933006,0.02884861337328594
-0.0005169125000000001,-0.6127917914462293,0.0281706790650511
-0.0005167825000000001,-0.6148430014630244,0.0291875805274029
-0.0005166525000000001,-0.6168942114798202,0.02952654768152063
-0.0005165225,-0.6179198164882198,0.02918758052740383
-0.0005163925,-0.6192872898327504,0.03020448198975547
-0.0005162625,-0.6206547631772803,0.0298655148356382
-0.0005161325,-0.6227059731940763,0.03054344914387305
-0.0005160025000000001,-0.6237315782024742,0.03088241629799046
-0.0005158725000000001,-0.6257827882192701,0.03122138345210789
-0.0005157425000000001,-0.6278339982360661,0.03088241629799046
-0.0005156125000000001,-0.629201471580596,0.031560350606225
-0.0005154825,-0.6315945499335263,0.03189931776034273
-0.0005153525,-0.6336457599503216,0.03189931776034273
-0.0005152225,-0.6346713649587192,0.03189931776034273
-0.0005150925,-0.6363807066393825,0.03122138345210789
-0.0005149625000000001,-0.6377481799839131,0.03189931776034273
-0.0005148325000000001,-0.6397993900007091,0.03223828491446015
-0.0005147025000000001,-0.641850600017505,0.03257725206857758
-0.0005145725000000001,-0.643218073362035,0.03257725206857758
-0.0005144425000000001,-0.6449274150426981,0.03257725206857758
-0.0005143125,-0.6462948883872307,0.03257725206857819
-0.0005141825,-0.6490298350762911,0.03393312068504756
-0.0005140525,-0.6500554400846887,0.0346110549932821
-0.0005139225000000001,-0.6521066501014847,0.03325518637681241
-0.0005137925000000001,-0.6531322551098826,0.0346110549932821
-0.0005136625000000001,-0.6558672017989438,0.03393312068504725
-0.0005135325000000001,-0.6562090701350763,0.03427208783916452
-0.0005134025000000001,-0.658602148488004,0.03461105499328195
-0.0005132725,-0.659969621832536,0.03495002214739967
-0.0005131425,-0.6606533585048026,0.03528898930151708
-0.0005130125,-0.663730173529995,0.03562795645563435
-0.0005128825,-0.665781383546791,0.03495002214739952
-0.0005127525000000001,-0.6654395152106583,0.03528898930151693
-0.0005126225000000001,-0.6688581985719848,0.03562795645563435
-0.0005124925000000001,-0.6698838035803822,0.03664485791798616
-0.0005123625000000001,-0.6719350135971778,0.03698382507210389
-0.0005122325,-0.6729606186055781,0.03630589076386843
-0.0005121025,-0.676379301966903,0.03461105499328179
-0.0005119725,-0.6760374336307706,0.03393312068504725
-0.0005118425,-0.6791142486559645,0.03528898930151693
-0.0005117125000000001,-0.6804817220004951,0.03698382507210404
-0.0005115825000000001,-0.6811654586727605,0.03867866084269114
-0.0005114525000000001,-0.6828748003534237,0.03901762799680857
-0.0005113225000000001,-0.6849260103702186,0.03800072653445676
-0.0005111925,-0.6866353520508832,0.03766175938033887
-0.0005110625,-0.687660957059282,0.03766175938033872
-0.0005109325,-0.6900540354122093,0.03732279222622145
-0.0005108025,-0.6914215087567399,0.03833969368857372
-0.0005106725000000001,-0.6917633770928726,0.0380007265344563
-0.0005105425000000001,-0.6941564554458013,0.03833969368857372
-0.0005104125000000001,-0.6951820604541992,0.0380007265344563
-0.0005102825000000001,-0.6965495337987291,0.0390176279968081
-0.0005101525000000001,-0.6992844804877899,0.03969556230504309
-0.0005100225,-0.7013356905045878,0.04037349661327824
-0.0005098925,-0.7027031638491181,0.04037349661327794
-0.0005097625,-0.7037287688575156,0.0396955623050434
-0.0005096325000000001,-0.7054381105381788,0.03901762799680857
-0.0005095025000000001,-0.7068055838827094,0.03935659515092597
-0.0005093725000000001,-0.7088567938995054,0.04003452945916082
-0.0005092425000000001,-0.7095405305717705,0.03969556230504355
-0.0005091125000000001,-0.7119336089246981,0.04003452945916067
-0.0005089825,-0.7136429506053634,0.04003452945916082
-0.0005088525,-0.7156941606221586,0.04003452945916113
-0.0005087225,-0.7160360289582912,0.04071246376739567
-0.0005085925,-0.7174035023028218,0.04105143092151309
-0.0005084625000000001,-0.7187709756473524,0.04037349661327824
-0.0005083325000000001,-0.7204803173280157,0.04105143092151309
-0.0005082025000000001,-0.7225315273448107,0.04105143092151309
-0.0005080725000000001,-0.7245827373616067,0.04071246376739582
-0.0005079425,-0.7249246056977412,0.04172936522974792
-0.0005078125,-0.7269758157145367,0.04172936522974807
-0.0005076825,-0.7280014207229342,0.04206833238386534
-0.0005075525,-0.7293688940674647,0.04139039807563051
-0.0005074225000000001,-0.7303944990758628,0.04172936522974792
-0.0005072925000000001,-0.733129445764924,0.04206833238386534
-0.0005071625000000001,-0.7344969191094546,0.04308523384621761
-0.0005070325000000001,-0.7362062607901171,0.04342420100033488
-0.0005069025000000001,-0.7379156024707804,0.04274626669210049
